name,last_season,country_of_birth,date_of_birth,position,foot,height_in_cm,contract_expiration_date,market_value_in_eur,highest_market_value_in_eur
Yann Mabella,2016,France,1996-02-22 00:00:00,Attack,right,183.0,2024-06-30 00:00:00,250000.0,300000.0
Teddy Chaouche,2014,France,1996-02-07 00:00:00,Midfield,right,175.0,,,
Kundai Benyu,2019,England,1997-12-12 00:00:00,Midfield,right,178.0,,25000.0,200000.0
Rubén García,2024,Spain,1998-10-23 00:00:00,Defender,right,180.0,2025-06-30 00:00:00,200000.0,250000.0
Rafa Mir,2024,Spain,1997-06-18 00:00:00,Attack,right,191.0,2025-06-30 00:00:00,2500000.0,16000000.0
Rafa Mujica,2023,Spain,1998-10-29 00:00:00,Attack,right,183.0,2028-06-30 00:00:00,8000000.0,8000000.0
Görkem Can,2020,Germany,2000-05-04 00:00:00,Defender,left,186.0,2023-06-30 00:00:00,50000.0,75000.0
Kilian Ludewig,2022,Germany,2000-03-05 00:00:00,Defender,right,175.0,2025-06-30 00:00:00,400000.0,2500000.0
Isi Palazón,2024,Spain,1994-12-27 00:00:00,Attack,left,169.0,2028-06-30 00:00:00,8000000.0,12000000.0
David Otto,2018,Germany,1999-03-03 00:00:00,Attack,right,185.0,,500000.0,1000000.0
Lorenzo Callegari,2018,France,1998-02-27 00:00:00,Midfield,right,174.0,2023-12-31 00:00:00,250000.0,500000.0
Akil Wright,2024,England,1996-05-13 00:00:00,Defender,,183.0,2027-06-30 00:00:00,200000.0,225000.0
Muhammed Kiprit,2019,Germany,1999-07-09 00:00:00,Attack,both,184.0,2023-06-30 00:00:00,200000.0,500000.0
Luiz Fernando,2019,Brazil,1995-04-08 00:00:00,Midfield,right,178.0,,250000.0,300000.0
Brandon Comley,2014,England,1995-11-18 00:00:00,Midfield,right,180.0,2024-06-30 00:00:00,200000.0,200000.0
Júnior Tavares,2019,Brazil,1996-08-07 00:00:00,Defender,left,178.0,2023-11-30 00:00:00,400000.0,1000000.0
Arthur Melo,2024,Brazil,1996-08-12 00:00:00,Midfield,right,172.0,2026-06-30 00:00:00,15000000.0,70000000.0
Pedro Rocha,2020,Brazil,1994-10-01 00:00:00,Attack,right,175.0,2023-12-31 00:00:00,1500000.0,6000000.0
Pedro Díaz,2024,Spain,1998-06-05 00:00:00,Midfield,right,180.0,2028-06-30 00:00:00,2500000.0,2500000.0
Matheus Cassini,2017,Brazil,1996-02-15 00:00:00,Midfield,left,172.0,2024-11-30 00:00:00,200000.0,1000000.0
Gabriel Jesus,2024,Brazil,1997-04-03 00:00:00,Attack,right,175.0,2027-06-30 00:00:00,65000000.0,80000000.0
Luca Mack,2020,Germany,2000-05-25 00:00:00,Midfield,right,186.0,,250000.0,250000.0
Samuel Pérez,2020,Spain,1997-04-26 00:00:00,Goalkeeper,right,188.0,2023-06-30 00:00:00,150000.0,250000.0
Zout,2018,France,1994-04-22 00:00:00,Midfield,,178.0,2023-06-30 00:00:00,250000.0,250000.0
Carlos Eduardo,2023,Brazil,1996-10-10 00:00:00,Attack,right,173.0,2024-12-31 00:00:00,900000.0,4000000.0
Jesús Collado,2019,Spain,1992-06-06 00:00:00,Defender,,186.0,,,
Ivan,2022,Brazil,1997-07-02 00:00:00,Goalkeeper,right,196.0,2023-12-31 00:00:00,1800000.0,2500000.0
Bernardo,2024,Brazil,1995-05-14 00:00:00,Defender,left,186.0,2025-06-30 00:00:00,5500000.0,9000000.0
Tchê Tchê,2018,Brazil,1992-08-30 00:00:00,Midfield,both,175.0,2025-12-31 00:00:00,1800000.0,5000000.0
Gabriel Osho,2024,England,1998-08-14 00:00:00,Defender,right,185.0,2025-06-30 00:00:00,3000000.0,3000000.0
José Manuel Arnáiz,2024,Spain,1995-04-15 00:00:00,Attack,right,173.0,2025-06-30 00:00:00,2000000.0,10000000.0
Cédric Kipré,2024,France,1996-12-09 00:00:00,Defender,right,193.0,2027-06-30 00:00:00,2500000.0,2500000.0
Elliot Embleton,2016,England,1999-04-02 00:00:00,Midfield,right,173.0,2025-06-30 00:00:00,1200000.0,1200000.0
Fousseni Diabaté,2021,France,1995-10-18 00:00:00,Attack,left,175.0,2025-06-30 00:00:00,3600000.0,5000000.0
Corentin Tirard,2016,France,1995-10-18 00:00:00,Attack,right,175.0,,200000.0,200000.0
Matt Smith,2024,England,1999-11-22 00:00:00,Midfield,right,175.0,2025-05-31 00:00:00,400000.0,1500000.0
Nicolas Basin,2017,France,1998-07-22 00:00:00,Defender,left,182.0,,50000.0,50000.0
Rodrigo Pinho,2024,Germany,1991-05-30 00:00:00,Attack,left,185.0,2025-06-30 00:00:00,400000.0,2500000.0
Iury Castilho,2019,Brazil,1995-09-06 00:00:00,Attack,right,185.0,2023-12-31 00:00:00,700000.0,700000.0
Alisson Farias,2016,Brazil,1996-04-07 00:00:00,Attack,right,171.0,2023-11-30 00:00:00,350000.0,500000.0
Callum Johnson,2022,England,1996-10-23 00:00:00,Defender,right,188.0,2024-06-30 00:00:00,250000.0,400000.0
Sergio Gómez,2024,Spain,2000-09-04 00:00:00,Attack,left,171.0,2030-06-30 00:00:00,10000000.0,15000000.0
Pau Martínez,2021,Spain,2000-11-10 00:00:00,Attack,right,168.0,2023-06-30 00:00:00,350000.0,350000.0
Jailson,2024,Brazil,1995-09-07 00:00:00,Midfield,right,187.0,2025-06-30 00:00:00,1500000.0,5500000.0
Dan Agyei,2016,England,1997-06-01 00:00:00,Attack,left,183.0,2023-06-30 00:00:00,250000.0,250000.0
Bruno,2021,Brazil,1994-05-26 00:00:00,Attack,right,180.0,2024-05-31 00:00:00,900000.0,1000000.0
Yannic Lenze,2018,Germany,2001-02-18 00:00:00,Goalkeeper,left,185.0,2023-06-30 00:00:00,,
Moisés,2024,Brazil,1995-03-11 00:00:00,Defender,left,184.0,2026-06-30 00:00:00,4500000.0,5000000.0
Pablo Fernández,2016,Spain,1996-09-17 00:00:00,Midfield,,192.0,2025-06-30 00:00:00,300000.0,300000.0
Mamadou Thiam,2020,France,1995-03-20 00:00:00,Attack,right,180.0,,700000.0,800000.0
Jack Walton,2024,England,1998-04-23 00:00:00,Goalkeeper,right,184.0,2025-05-31 00:00:00,400000.0,600000.0
Morelatto,2016,Brazil,1994-05-25 00:00:00,Midfield,left,180.0,2023-12-31 00:00:00,300000.0,300000.0
Fatih Kaya,2023,Germany,1999-11-13 00:00:00,Attack,right,185.0,2027-06-30 00:00:00,400000.0,400000.0
Torben Müsel,2022,Germany,1999-07-25 00:00:00,Midfield,right,185.0,2024-06-30 00:00:00,225000.0,400000.0
Aaron Mitchell,2014,England,1996-04-14 00:00:00,Midfield,,,,,
Niall Ennis,2018,England,1999-05-20 00:00:00,Attack,right,178.0,2023-06-30 00:00:00,450000.0,450000.0
Dudu,2023,Germany,1999-02-10 00:00:00,Goalkeeper,right,196.0,2025-06-30 00:00:00,200000.0,300000.0
Bruno Mota,2016,Brazil,1995-05-22 00:00:00,Midfield,left,187.0,,200000.0,500000.0
Matheus Aiás,2023,Brazil,1996-12-30 00:00:00,Attack,both,176.0,2026-06-30 00:00:00,400000.0,700000.0
Niklas Kölle,2019,Germany,1999-11-17 00:00:00,Defender,left,180.0,2024-06-30 00:00:00,200000.0,200000.0
Francis Guerrero,2019,Spain,1996-03-11 00:00:00,Defender,right,175.0,2023-06-30 00:00:00,50000.0,7500000.0
Nicolás Garmendia,2017,Spain,1998-02-01 00:00:00,Midfield,right,176.0,2023-06-30 00:00:00,75000.0,100000.0
Stanley Nsoki,2024,France,1999-04-09 00:00:00,Defender,left,184.0,2027-06-30 00:00:00,2500000.0,12000000.0
Myziane Maolida,2023,France,1999-02-14 00:00:00,Attack,right,181.0,2026-06-30 00:00:00,900000.0,9000000.0
Jad Mouaddib,2018,France,1999-04-05 00:00:00,Midfield,right,171.0,,125000.0,125000.0
Imad Faraj,2020,France,1999-02-11 00:00:00,Attack,right,177.0,2025-05-31 00:00:00,600000.0,650000.0
Aksel Aktaş,2024,France,1999-07-15 00:00:00,Midfield,right,178.0,2026-06-30 00:00:00,75000.0,700000.0
Lenny Vallier,2018,France,1999-04-24 00:00:00,Defender,left,178.0,2023-06-30 00:00:00,600000.0,800000.0
Evan Ndicka,2024,France,1999-08-20 00:00:00,Defender,left,192.0,2028-06-30 00:00:00,25000000.0,32000000.0
Loïc Bessilé,2023,France,1999-02-19 00:00:00,Defender,left,184.0,2025-06-30 00:00:00,400000.0,1200000.0
Guilherme Schettine,2024,Brazil,1995-10-10 00:00:00,Attack,right,184.0,2026-06-30 00:00:00,700000.0,1500000.0
Gabriel Brazão,2022,Brazil,2000-10-05 00:00:00,Goalkeeper,right,192.0,2024-06-30 00:00:00,400000.0,2000000.0
Tetê,2024,Brazil,2000-02-15 00:00:00,Attack,left,175.0,2028-06-30 00:00:00,10000000.0,28000000.0
Nathaniel Phillips,2023,England,1997-03-21 00:00:00,Defender,right,190.0,2025-06-30 00:00:00,3500000.0,8000000.0
Dimitry Bertaud,2024,France,1998-06-06 00:00:00,Goalkeeper,right,180.0,2025-06-30 00:00:00,1200000.0,1500000.0
Baba Traoré,2015,France,1996-02-21 00:00:00,Defender,,181.0,,100000.0,100000.0
Caíque Lemes,2018,Brazil,1993-07-12 00:00:00,Attack,right,185.0,,150000.0,300000.0
Wesley Gasolina,2020,Brazil,2000-03-13 00:00:00,Defender,right,170.0,2024-12-31 00:00:00,1500000.0,1500000.0
Patrick,2019,Brazil,2000-02-28 00:00:00,Defender,left,185.0,,100000.0,100000.0
Vinicius Junior,2024,Brazil,2000-07-12 00:00:00,Attack,right,176.0,2027-06-30 00:00:00,180000000.0,180000000.0
Sergio Bermejo,2019,Spain,1997-08-17 00:00:00,Attack,left,170.0,2025-06-30 00:00:00,900000.0,900000.0
Ricardo Friedrich,2020,Brazil,1993-02-18 00:00:00,Goalkeeper,right,188.0,2023-12-31 00:00:00,900000.0,1000000.0
Carlos Soler,2024,Spain,1997-01-02 00:00:00,Midfield,right,180.0,2025-06-30 00:00:00,20000000.0,50000000.0
Alexandre Cardoso,2016,Brazil,1992-04-30 00:00:00,Midfield,right,182.0,2023-06-30 00:00:00,75000.0,200000.0
Louis Deschateaux,2016,France,1997-04-16 00:00:00,Goalkeeper,right,184.0,,150000.0,150000.0
Amine Harit,2024,France,1997-06-18 00:00:00,Midfield,right,180.0,2027-06-30 00:00:00,15000000.0,30000000.0
Ibrahima Sissoko,2024,France,1997-10-27 00:00:00,Midfield,right,193.0,2027-06-30 00:00:00,6000000.0,8000000.0
Florian Ayé,2024,France,1997-01-19 00:00:00,Attack,right,184.0,2026-06-30 00:00:00,1800000.0,4000000.0
Harry Robinson,2020,England,2000-09-26 00:00:00,Attack,left,184.0,,50000.0,50000.0
Maracás,2024,Brazil,1994-04-27 00:00:00,Defender,right,184.0,2026-06-30 00:00:00,1000000.0,1000000.0
Flávio,2021,Brazil,1996-02-10 00:00:00,Midfield,right,178.0,2023-06-30 00:00:00,1600000.0,2000000.0
Cryzan,2021,Brazil,1996-07-07 00:00:00,Attack,both,190.0,2024-12-31 00:00:00,3500000.0,3500000.0
Silas,2018,Brazil,1996-05-30 00:00:00,Midfield,left,176.0,,250000.0,700000.0
Pablo Larrea,2016,Spain,1994-02-04 00:00:00,Midfield,right,173.0,2024-06-30 00:00:00,300000.0,600000.0
Adryelson,2023,Brazil,1998-03-23 00:00:00,Defender,right,182.0,2028-06-30 00:00:00,4000000.0,8000000.0
Diego Alende,2019,Spain,1997-08-25 00:00:00,Defender,,183.0,2024-06-30 00:00:00,600000.0,600000.0
Nicolas Lemaître,2019,France,1997-01-12 00:00:00,Goalkeeper,left,189.0,2023-06-30 00:00:00,700000.0,700000.0
Vincent Marchetti,2022,France,1997-07-04 00:00:00,Midfield,left,181.0,2024-06-30 00:00:00,2000000.0,3000000.0
Christian Rivera,2019,Spain,1997-07-09 00:00:00,Midfield,right,191.0,2025-06-30 00:00:00,500000.0,2500000.0
Aitor Buñuel,2016,Spain,1998-02-10 00:00:00,Defender,right,172.0,2024-06-30 00:00:00,700000.0,1000000.0
Antonio Otegui,2019,Spain,1998-03-07 00:00:00,Midfield,right,174.0,2023-06-30 00:00:00,200000.0,400000.0
Henrique Trevisan,2020,Brazil,1997-01-20 00:00:00,Defender,left,185.0,2024-01-31 00:00:00,350000.0,350000.0
Joerie Church,2017,England,1998-03-23 00:00:00,Defender,right,177.0,2025-06-30 00:00:00,50000.0,200000.0
Antony Evans,2019,England,1998-09-23 00:00:00,Midfield,right,186.0,2025-06-30 00:00:00,500000.0,500000.0
Brahim Sabaouni,2014,France,1994-05-13 00:00:00,Midfield,right,184.0,,275000.0,450000.0
Lucas Marques,2020,Brazil,1995-05-24 00:00:00,Midfield,both,178.0,,175000.0,800000.0
Ismail Jakobs,2024,Germany,1999-08-17 00:00:00,Defender,left,184.0,2025-06-30 00:00:00,8000000.0,8000000.0
Gian Martins,2017,Brazil,1993-04-02 00:00:00,Midfield,left,184.0,,300000.0,500000.0
Gabriel Souza,2019,Brazil,1997-01-01 00:00:00,Goalkeeper,right,193.0,2023-06-30 00:00:00,75000.0,350000.0
Henrique Gelain,2020,Brazil,1995-01-05 00:00:00,Defender,left,179.0,2023-06-30 00:00:00,450000.0,750000.0
Thiago,2020,Brazil,1993-02-04 00:00:00,Attack,left,184.0,2023-12-31 00:00:00,1600000.0,1800000.0
Wellington Carvalho,2018,Brazil,1992-11-21 00:00:00,Midfield,both,180.0,2023-06-30 00:00:00,525000.0,1000000.0
Allano,2022,Brazil,1995-04-24 00:00:00,Attack,left,182.0,2024-12-31 00:00:00,350000.0,1500000.0
Carles Soria,2023,Spain,1996-10-08 00:00:00,Defender,right,170.0,2025-06-30 00:00:00,600000.0,800000.0
Marc Gual,2018,Spain,1996-03-13 00:00:00,Attack,right,186.0,2023-06-30 00:00:00,1800000.0,1800000.0
Eneko Jauregi,2019,Spain,1996-07-13 00:00:00,Attack,,184.0,2023-06-30 00:00:00,500000.0,500000.0
Charlie Goode,2023,England,1995-08-03 00:00:00,Defender,right,196.0,2025-06-30 00:00:00,500000.0,1000000.0
Fran Díaz,2015,Spain,1994-08-17 00:00:00,Attack,,,,,
Pierre Lees-Melou,2024,France,1993-05-25 00:00:00,Midfield,right,185.0,2027-06-30 00:00:00,10000000.0,10000000.0
Hugo Gomes,2019,Brazil,1995-01-04 00:00:00,Defender,right,187.0,2023-06-30 00:00:00,650000.0,650000.0
Aitor Ruibal,2024,Spain,1996-03-22 00:00:00,Attack,right,176.0,2025-06-30 00:00:00,3500000.0,5000000.0
Théo Pierrot,2021,France,1994-01-01 00:00:00,Midfield,right,184.0,2024-06-30 00:00:00,150000.0,300000.0
Michael Phillips,2017,England,1997-09-22 00:00:00,Midfield,right,174.0,,,
Mathias Serin,2016,France,1991-08-01 00:00:00,Midfield,right,177.0,,250000.0,250000.0
Richarlison,2024,Brazil,1997-05-10 00:00:00,Attack,right,184.0,2027-06-30 00:00:00,38000000.0,65000000.0
Alan Schons,2018,Brazil,1993-05-24 00:00:00,Midfield,right,180.0,,75000.0,500000.0
Lino Tempelmann,2020,Germany,1999-02-02 00:00:00,Midfield,right,174.0,2023-06-30 00:00:00,2000000.0,2000000.0
Marc Vito,2018,Spain,1996-03-10 00:00:00,Goalkeeper,left,187.0,2023-06-30 00:00:00,50000.0,300000.0
Gerzino Nyamsi,2024,France,1997-01-22 00:00:00,Defender,right,194.0,2027-06-30 00:00:00,4500000.0,7500000.0
Joris Gnagnon,2020,France,1997-01-13 00:00:00,Defender,right,182.0,,300000.0,15000000.0
Cheick Traoré,2020,France,1995-03-31 00:00:00,Defender,right,174.0,2024-06-30 00:00:00,700000.0,1500000.0
Matheus Vargas,2017,Brazil,1996-06-18 00:00:00,Midfield,right,181.0,2023-12-31 00:00:00,1500000.0,1500000.0
Matheus Reis,2024,Brazil,1995-02-18 00:00:00,Defender,left,184.0,2025-06-30 00:00:00,8000000.0,8000000.0
Kalindi,2020,Brazil,1993-08-29 00:00:00,Defender,right,170.0,,200000.0,750000.0
Jordan Marshall,2021,England,1996-10-27 00:00:00,Defender,left,181.0,2023-05-31 00:00:00,300000.0,325000.0
Carlos Doncel,2018,Spain,1996-12-04 00:00:00,Attack,left,167.0,2024-06-30 00:00:00,350000.0,700000.0
Jokin Ezkieta,2021,Spain,1996-08-17 00:00:00,Goalkeeper,right,193.0,2024-06-30 00:00:00,800000.0,800000.0
Brandon Haunstrup,2020,England,1996-10-26 00:00:00,Defender,left,172.0,2024-06-30 00:00:00,200000.0,350000.0
Sergio Camus,2021,Spain,1997-04-19 00:00:00,Defender,right,176.0,,50000.0,200000.0
Didi,2016,Brazil,1991-05-25 00:00:00,Defender,right,184.0,2023-11-30 00:00:00,150000.0,800000.0
Roberto Corral,2022,Spain,1997-09-14 00:00:00,Defender,left,182.0,,175000.0,300000.0
Kevin Hoggas,2020,France,1991-11-16 00:00:00,Midfield,right,183.0,,350000.0,1000000.0
Lyanco,2022,Brazil,1997-02-01 00:00:00,Defender,right,187.0,2025-06-30 00:00:00,3200000.0,8000000.0
Arthur Desmas,2024,France,1994-04-07 00:00:00,Goalkeeper,right,196.0,2025-06-30 00:00:00,2500000.0,2500000.0
Luis Henrique,2020,Brazil,1998-03-17 00:00:00,Attack,right,184.0,,150000.0,750000.0
Tobias Stirl,2018,Germany,2000-04-17 00:00:00,Goalkeeper,both,189.0,,50000.0,200000.0
Noel Knothe,2018,Germany,1999-05-05 00:00:00,Defender,right,188.0,2023-06-30 00:00:00,150000.0,250000.0
Jan-Luca Rumpf,2019,Germany,1999-07-08 00:00:00,Defender,right,190.0,2023-06-30 00:00:00,125000.0,150000.0
Adrian Fein,2023,Germany,1999-03-18 00:00:00,Midfield,right,187.0,2025-06-30 00:00:00,225000.0,5500000.0
Meritan Shabani,2020,Germany,1999-03-15 00:00:00,Midfield,right,185.0,2024-06-30 00:00:00,300000.0,400000.0
Jonathan Meier,2019,Germany,1999-11-11 00:00:00,Defender,left,181.0,2024-06-30 00:00:00,350000.0,700000.0
Justin Amaluzor,2021,England,1996-10-17 00:00:00,Attack,,183.0,2024-06-30 00:00:00,75000.0,75000.0
Julian Rieckmann,2020,Germany,2000-08-01 00:00:00,Midfield,right,186.0,2023-06-30 00:00:00,200000.0,225000.0
Felix Schwarzholz,2018,Germany,1999-09-24 00:00:00,Midfield,right,181.0,2023-06-30 00:00:00,50000.0,100000.0
Igor,2024,Brazil,1998-02-07 00:00:00,Defender,left,188.0,2027-06-30 00:00:00,17000000.0,17000000.0
Maximilian Zaiser,2020,Germany,1999-03-08 00:00:00,Midfield,right,177.0,2024-06-30 00:00:00,200000.0,225000.0
Victor Braga,2021,Brazil,1992-02-17 00:00:00,Goalkeeper,,193.0,,700000.0,700000.0
Karl,2016,Brazil,1993-04-07 00:00:00,Midfield,both,182.0,,150000.0,150000.0
Santi Comesaña,2024,Spain,1996-10-05 00:00:00,Midfield,both,188.0,2027-06-30 00:00:00,6000000.0,7500000.0
Kaká,2018,Brazil,1991-05-20 00:00:00,Midfield,right,176.0,2023-05-31 00:00:00,100000.0,400000.0
Lynneeker,2015,Brazil,1994-01-11 00:00:00,Attack,right,169.0,,100000.0,100000.0
Demeaco Duhaney,2023,England,1998-10-13 00:00:00,Defender,right,180.0,2027-06-30 00:00:00,300000.0,325000.0
Leandro Junio,2015,Brazil,1997-06-12 00:00:00,Midfield,left,175.0,,50000.0,50000.0
William Gustavo,2015,Brazil,1992-01-09 00:00:00,Defender,right,193.0,,75000.0,150000.0
Liam Fisch,2016,Germany,1998-11-23 00:00:00,Midfield,both,179.0,,100000.0,100000.0
Adrián Riera,2024,Spain,1996-04-19 00:00:00,Midfield,right,178.0,2025-06-30 00:00:00,450000.0,600000.0
Benjamin Leneis,2022,Germany,1999-03-08 00:00:00,Goalkeeper,both,195.0,2024-06-30 00:00:00,75000.0,300000.0
Josué Mbila,2022,Germany,1999-08-21 00:00:00,Attack,both,178.0,2024-06-30 00:00:00,100000.0,125000.0
David Deger,2023,Germany,2000-02-13 00:00:00,Defender,right,179.0,2026-06-30 00:00:00,100000.0,100000.0
Wesley Moraes,2021,Brazil,1996-11-24 00:00:00,Attack,right,191.0,2023-06-30 00:00:00,2500000.0,30000000.0
Steven Benda,2024,Germany,1998-10-01 00:00:00,Goalkeeper,right,192.0,2026-06-30 00:00:00,1000000.0,1000000.0
Victor Sá,2024,Brazil,1994-03-27 00:00:00,Attack,both,178.0,2025-06-30 00:00:00,2000000.0,4500000.0
Joe Hilton,2020,England,1999-10-11 00:00:00,Goalkeeper,,195.0,2025-06-30 00:00:00,150000.0,150000.0
Mace Goodridge,2020,England,1999-09-13 00:00:00,Midfield,right,180.0,,200000.0,200000.0
Luke Bolton,2020,England,1999-10-07 00:00:00,Midfield,right,174.0,2024-06-30 00:00:00,800000.0,2500000.0
Tyrese Campbell,2017,England,1999-12-28 00:00:00,Attack,left,185.0,2024-06-30 00:00:00,2500000.0,6000000.0
Joe Hardy,2019,England,1998-09-26 00:00:00,Attack,right,170.0,2023-05-31 00:00:00,75000.0,150000.0
Berk Cetin,2020,Germany,2000-02-02 00:00:00,Defender,left,183.0,2024-06-30 00:00:00,75000.0,75000.0
Oumar Camara,2019,France,1992-08-19 00:00:00,Attack,left,186.0,2023-12-31 00:00:00,150000.0,350000.0
Juninho,2024,Brazil,1995-02-01 00:00:00,Defender,left,187.0,2026-06-30 00:00:00,1000000.0,2250000.0
Edgar Caparrós,2020,Spain,1997-03-19 00:00:00,Defender,right,182.0,,50000.0,100000.0
Luca Kilian,2023,Germany,1999-09-01 00:00:00,Defender,right,192.0,2025-06-30 00:00:00,2000000.0,4500000.0
Alexis Claude-Maurice,2024,France,1998-06-06 00:00:00,Midfield,right,174.0,2027-06-30 00:00:00,3500000.0,12000000.0
Andy Faustin,2017,France,1997-03-25 00:00:00,Attack,right,182.0,,50000.0,300000.0
Vítor Costa,2022,Brazil,1994-07-01 00:00:00,Defender,left,182.0,2024-06-30 00:00:00,500000.0,750000.0
Tobias Raschl,2021,Germany,2000-02-21 00:00:00,Midfield,right,177.0,2024-06-30 00:00:00,1500000.0,1500000.0
Fabien Centonze,2024,France,1996-01-16 00:00:00,Defender,right,182.0,2027-06-30 00:00:00,3000000.0,8000000.0
Fran Manzanara,2018,Spain,1996-09-12 00:00:00,Midfield,right,182.0,2023-06-30 00:00:00,400000.0,400000.0
Allan,2018,Brazil,1997-03-03 00:00:00,Midfield,left,172.0,2025-12-31 00:00:00,7000000.0,7000000.0
Jordan Amissah,2023,Germany,2001-08-02 00:00:00,Goalkeeper,right,198.0,,250000.0,400000.0
Regan Charles-Cook,2023,England,1997-02-14 00:00:00,Attack,right,174.0,2025-06-30 00:00:00,650000.0,900000.0
George Edmundson,2020,England,1997-08-15 00:00:00,Defender,right,190.0,2025-06-30 00:00:00,400000.0,700000.0
Ertugrul Senlikoglu,2021,Germany,1999-05-19 00:00:00,Defender,both,185.0,2023-06-30 00:00:00,75000.0,75000.0
Brad Jackson,2016,England,1996-10-20 00:00:00,Defender,right,175.0,,,
Ntumba Massanka,2018,England,1996-11-30 00:00:00,Attack,,191.0,,,
Axel Disasi,2024,France,1998-03-11 00:00:00,Defender,right,190.0,2029-06-30 00:00:00,40000000.0,42000000.0
Samuel Yohou,2022,France,1991-08-06 00:00:00,Defender,right,190.0,2024-06-30 00:00:00,250000.0,800000.0
Erwan Maury,2017,France,1996-06-16 00:00:00,Midfield,right,183.0,,250000.0,300000.0
Julien Laporte,2023,France,1993-11-04 00:00:00,Defender,right,185.0,2025-06-30 00:00:00,2000000.0,3000000.0
Simon Lefebvre,2015,France,1997-05-06 00:00:00,Goalkeeper,right,203.0,,125000.0,150000.0
Alaa Bakir,2019,Germany,2001-01-15 00:00:00,Midfield,right,179.0,2024-06-30 00:00:00,200000.0,250000.0
Joe Quigley,2015,England,1996-12-10 00:00:00,Attack,,191.0,2024-06-30 00:00:00,100000.0,100000.0
Ian Soler,2017,Spain,1996-01-23 00:00:00,Defender,right,187.0,2023-12-31 00:00:00,300000.0,450000.0
Archie Davies,2019,England,1998-10-07 00:00:00,Defender,right,183.0,2023-11-30 00:00:00,100000.0,100000.0
Nathaël Julan,2018,France,1996-07-19 00:00:00,Attack,right,196.0,,1750000.0,2000000.0
Côme Casanova,2015,France,1998-09-15 00:00:00,Midfield,,,,,
Ghjuvan Andria Piereschi,2015,France,1997-05-19 00:00:00,Missing,,,,,
Douti Gbampok,2015,France,1997-08-17 00:00:00,Defender,right,185.0,,,
Iker Bilbao,2023,Spain,1996-03-20 00:00:00,Midfield,left,182.0,2025-06-30 00:00:00,200000.0,450000.0
Joe Riley,2015,England,1996-12-06 00:00:00,Midfield,right,176.0,,125000.0,125000.0
Rober Pier,2021,Spain,1995-02-16 00:00:00,Defender,right,182.0,2023-06-30 00:00:00,1200000.0,3000000.0
Samuel Shashoua,2016,England,1999-05-13 00:00:00,Attack,right,170.0,2023-06-30 00:00:00,1000000.0,1200000.0
Felipe Chacartegui,2019,Spain,1998-02-23 00:00:00,Defender,left,179.0,2023-06-30 00:00:00,150000.0,300000.0
Sam Field,2020,England,1998-05-08 00:00:00,Midfield,left,191.0,2024-06-30 00:00:00,3500000.0,3500000.0
Nathan McGinley,2023,England,1996-09-15 00:00:00,Defender,left,191.0,,200000.0,375000.0
Christopher,2015,Brazil,1995-01-22 00:00:00,Attack,left,170.0,,100000.0,100000.0
Lucas Taylor,2024,Brazil,1995-04-10 00:00:00,Defender,right,177.0,2026-06-30 00:00:00,600000.0,1000000.0
